dataset,mode,target,model,seed,fold,train_r2,train_rmse,train_nrmse,train_mae,test_r2,test_rmse,test_nrmse,test_mae
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,123,1,0.98767702901492,0.024440935239321473,0.03055116904915184,0.018486046638387158,0.916426982396736,0.040766519964959946,0.12353490898472713,0.0338131751245123
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,123,2,0.9906440705041487,0.020175058724163156,0.025218823405203945,0.016247505252809373,0.981157446257956,0.02927045237766833,0.04721040706075537,0.0218858639221026
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,123,3,0.9813711353741387,0.026863426310270448,0.03400433710160816,0.020661057353126167,0.9755795180389747,0.03981473627238304,0.06125344041905084,0.03095748536637422
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,123,4,0.9785492393983146,0.029847269977376602,0.045918876888271704,0.020974138033927246,0.9286849101774792,0.05855720238763553,0.08739880953378439,0.048423661070491675
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,7,0,0.9754824655693578,0.029768353217274043,0.04725135431313341,0.022673676819877763,0.9074159133306975,0.07644848246368088,0.10617844786622345,0.051778341467388106
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,7,1,0.9897931216688952,0.020699527317186817,0.026201933312894703,0.0159110462184531,0.961509627196922,0.04472187583059643,0.07453645971766071,0.03999797575441661
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,7,2,0.9894359587111543,0.02184429209980132,0.02730536512475165,0.015875821812835474,0.9835481287435573,0.023885363821312743,0.04683404670845636,0.020431714919403963
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,7,3,0.9915455749851698,0.01949745000746179,0.024371812509327236,0.014441210586979274,0.9042534149042627,0.059398349810250495,0.09580379001653305,0.04831287325319911
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,7,4,0.9901681758817231,0.022255692356257836,0.027819615445322295,0.016678902781022346,0.935790573866307,0.03331524867979665,0.08767170705209643,0.029110529148530438
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,2024,0,0.9852783326679784,0.02508399271726439,0.03135499089658048,0.019488442997003846,0.9135447347906364,0.05257216933011107,0.0973558691298353,0.04621537069970687
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,2024,1,0.9864635232476725,0.02591746640893895,0.03239683301117369,0.01991636129388573,0.9885756270159228,0.01520959879168774,0.033064345199321166,0.012817382246329691
Dataset_3772,single_output,Si Particle Size (um),gradient_boosting,2024,2,0.9850030273530279,0.026648010481170735,0.033310013101463413,0.01847547117965271,0.9588988664508229,0.029969744540888216,0.06659943231308493,0.027556864697751267
